pedido,data,plataforma,subtotal,taxas,descontos,faturamento,canal_ultimo,origem_ultimo,midia_ultimo,campanha_ultimo,canal_primeiro,origem_primeiro,midia_primeiro,campanha_primeiro,metodo_match
174972771,2026-08-24,app,686.62,90.82,0,777.44,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [GERAÇÃO DE DEMANDA] [Web] [08-08] [2026] [EXCLUI CARRINHO],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [app install] [app] [app] [maio/25] [android],search_id
174972774,2026-08-24,web,948.54,87.11,69.43,966.22,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174972776,2026-08-24,app,778.19,125.78,0,903.97,Direto,(direct),(none),(direct),Organico,google-play,organic,,search_id
174972785,2026-08-24,web,677.41,74.41,0,751.82,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174972790,2026-08-24,app,2196.04,277.41,0,2473.45,Nao identificado,,,,Nao identificado,,,,sem_origem
174972797,2026-08-24,web,362.59,60.19,0,422.78,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Direto,(direct),(none),(direct),search_id
174972802,2026-08-24,app,1672.82,241.49,0,1914.31,Push,crm,push,123milhas-cv-aereo-ativos-checkindaeconomia,Direto,(direct),(none),(direct),search_id
174972842,2026-08-24,app,795.78,137.88,0,933.66,Push,crm,push,123milhas-cv-aereo-ativos-imperdiveis,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174972857,2026-08-24,web,809.54,65.54,0,875.08,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web + app] [ongoing],search_id
174972882,2026-08-24,web,1571.74,74.1,93.84,1552,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174972892,2026-08-24,app,1347.76,86.73,133.03,1301.46,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174972906,2026-08-24,web,2211.47,226.07,0,2437.54,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174972913,2026-08-24,web,1519.5,113.5,0,1633,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],search_id
174972922,2026-08-24,app,3787.27,174.06,277.21,3684.12,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Midia paga,google,cpc,[123milhas] [engajamento] [app] [ios] [inc],search_id
174972927,2026-08-24,web,1350.02,59.09,290.93,1118.18,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
174972929,2026-08-24,web,1353,161.4,0,1514.4,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
174972935,2026-08-24,app,915.93,97.26,0,1013.19,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174972945,2026-08-24,web,622.38,91.38,0,713.76,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web] [novos criativos] [destinos],search_id
174972984,2026-08-24,web,1054.58,244.58,0,1299.16,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174972995,2026-08-24,web,1154.42,124.82,0,1279.24,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973004,2026-08-24,app,1229.62,100.21,73.41,1256.42,CRM,crm,chat,cotacao-pelo-chat,CRM,crm,chat,cotacao-pelo-chat,purchase
174973030,2026-08-24,web,1743.5,249.5,0,1993,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174973035,2026-08-24,app,769.65,55.65,0,825.3,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174973039,2026-08-24,app,851.63,95.63,0,947.26,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
174973088,2026-08-24,web,1339.13,122.33,0,1461.46,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174973102,2026-08-24,web,785.14,67.14,0,852.28,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],search_id
174973119,2026-08-24,app,2451.44,175.24,0,2626.68,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
174973132,2026-08-24,app,815.35,163.15,0,978.5,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Direto,(direct),(none),(direct),search_id
174973138,2026-08-24,app,746.31,39.55,82.76,703.1,Nao identificado,,,,Nao identificado,,,,sem_origem
174973149,2026-08-24,app,766.55,78.95,0,845.5,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174973158,2026-08-24,web,305.62,67.62,0,373.24,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973171,2026-08-24,web,1099.24,100.37,94.87,1104.74,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973177,2026-08-24,app,439.07,67.14,20.03,486.18,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Midia paga,google,cpc,[123milhas] [engajamento] [app] [android] [inc],search_id
174973184,2026-08-24,app,707.31,65.54,51.77,721.08,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [Demand Gen] [Web] [Destinos Isolados],Organico,google-play,organic,,search_id
174973186,2026-08-24,web,1059.73,147.13,0,1206.86,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973189,2026-08-24,app,1615.91,104.46,139.45,1580.92,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174973205,2026-08-24,web,936.39,146.19,0,1082.58,Organico,google,organic,(organic),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
174973209,2026-08-24,web,1292.5,140.5,0,1433,Organico,google,organic,(organic),Outros,data not available,data not available,(cross-network),search_id
174973215,2026-08-24,web,1256.09,122.09,0,1378.18,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973231,2026-08-24,app,1208.54,199.95,0,1408.49,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
174973242,2026-08-24,web,2520.77,319.97,0,2840.74,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174973243,2026-08-24,web,1427.45,101.45,0,1528.9,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
174973244,2026-08-24,web,1923.64,207.52,0,2131.16,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973263,2026-08-24,app,2022.79,54.73,148.06,1929.46,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Direto,(direct),(none),(direct),search_id
174973265,2026-08-24,web,4885.78,74.1,291.68,4668.2,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973278,2026-08-24,app,746.31,39.55,82.76,703.1,Nao identificado,,,,Nao identificado,,,,sem_origem
174973279,2026-08-24,web,2211.47,226.07,0,2437.54,Nao identificado,(not set),(not set),(not set),Nao identificado,,,,search_id
174973299,2026-08-24,web,2933.28,129.28,0,3062.56,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174973310,2026-08-24,app,746.31,39.55,82.76,703.1,Nao identificado,,,,Nao identificado,,,,sem_origem
174973313,2026-08-24,web,676.57,57.72,30.85,703.44,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973331,2026-08-24,web,3201.36,466.11,0,3667.47,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [concorrentes] [restart],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [concorrentes] [restart],search_id
174973336,2026-08-24,web,349.28,86.48,0,435.76,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174973339,2026-08-24,web,1149.38,115.38,0,1264.76,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973360,2026-08-24,app,746.31,39.55,82.76,703.1,Nao identificado,,,,Nao identificado,,,,sem_origem
174973380,2026-08-24,app,682.68,86.88,0,769.56,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Midia paga,google,cpc,ônibus - app - install,search_id
174973382,2026-08-24,web,898,167.2,0,1065.2,Metasearch,skyscanner,metasearch,,Direto,(direct),(none),(direct),url_checkout
174973383,2026-08-24,app,1963.67,38.44,117.23,1884.88,Push,crm,push,123milhas-cv-aereo-azulegol,Direto,(direct),(none),(direct),search_id
174973385,2026-08-24,web,570.64,93.64,0,664.28,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973391,2026-08-24,web,964.57,107.77,0,1072.34,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174973392,2026-08-24,web,748.06,110.86,0,858.92,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Direto,(direct),(none),(direct),search_id
174973399,2026-08-24,app,1334.3,142.7,0,1477,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174973401,2026-08-24,web,252.75,1287.41,0,1540.16,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973416,2026-08-24,web,1099.24,100.37,94.87,1104.74,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973418,2026-08-24,web,574.86,40.75,26.21,589.4,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973430,2026-08-24,app,3253.44,220.24,0,3473.68,Push,crm,push,123milhas-cv-aereo-vooehotel,Organico,google-play,organic,,search_id
174973434,2026-08-24,web,3527.74,232.52,391.22,3369.04,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174973447,2026-08-24,app,715.65,112.26,0,827.91,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174973454,2026-08-24,web,1588.71,230.44,0,1819.15,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973479,2026-08-24,app,736.22,39.55,72.67,703.1,Nao identificado,,,,Nao identificado,,,,sem_origem
174973493,2026-08-24,app,558.68,81.32,33.36,606.64,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973516,2026-08-24,web,1571.74,74.1,93.84,1552,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973519,2026-08-24,app,632.35,70.75,0,703.1,Nao identificado,,,,Nao identificado,,,,sem_origem
174973521,2026-08-24,app,920.85,59.45,67.4,912.9,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
174973522,2026-08-24,web,1328.33,154.73,0,1483.06,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174973554,2026-08-24,web,985.72,57.72,0,1043.44,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174973556,2026-08-24,app,1746.31,101.45,358.86,1488.9,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
174973569,2026-08-24,app,5848.64,448.64,0,6297.28,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174973570,2026-08-24,app,910.54,54.18,54.36,910.36,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174973578,2026-08-24,web,848.7,96.3,0,945,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973597,2026-08-24,web,1941.4,237.29,0,2178.69,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973606,2026-08-24,app,857.14,129.94,0,987.08,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973607,2026-08-24,web,2278.06,483.75,0,2761.81,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973610,2026-08-24,app,1143.6,255.88,0,1399.48,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174973617,2026-08-24,web,2304.23,190.8,333.43,2161.6,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,kayak,metasearch,kayak_metasearch_desktop,search_id
174973625,2026-08-24,web,423.14,61.88,25.26,459.76,Organico,google,organic,(organic),Outros,data not available,data not available,(cross-network),search_id
174973638,2026-08-24,web,388.94,57.72,23.22,423.44,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973648,2026-08-24,app,2258.33,411.08,0,2669.41,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web] [novos criativos] [destinos],search_id
174973652,2026-08-24,web,1099.24,100.37,94.87,1104.74,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973653,2026-08-24,web,1672.37,100.37,0,1772.74,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174973676,2026-08-24,web,2648.82,332.19,0,2981.01,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
174973718,2026-08-24,app,715.65,112.26,0,827.91,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174973727,2026-08-24,app,1896.33,89.53,138.8,1847.06,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Midia paga,google,cpc,[123milhas] [engajamento] [app] [ios] [inc],search_id
174973729,2026-08-24,web,2396.09,57.04,143.05,2310.08,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174973737,2026-08-24,web,2304.23,190.8,333.43,2161.6,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,kayak,metasearch,kayak_metasearch_desktop,search_id
174973746,2026-08-24,web,873.78,73.61,52.17,895.22,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973754,2026-08-24,web,1062.05,67.62,48.43,1081.24,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973767,2026-08-24,web,1873.27,208.27,0,2081.54,Nao identificado,(not set),(not set),(not set),Nao identificado,,,,search_id
174973772,2026-08-24,web,787.42,155.7,0,943.12,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174973777,2026-08-24,app,956.18,59.09,57.09,958.18,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [SUDESTE],Direto,(direct),(none),(direct),search_id
174973818,2026-08-24,app,821.85,127.05,0,948.9,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Midia paga,google,cpc,[123milhas] [engajamento] [app] [ios] [inc],search_id
174973825,2026-08-24,web,1301.12,206.72,0,1507.84,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973828,2026-08-24,web,1082.66,153.86,0,1236.52,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174973843,2026-08-24,app,1599.7,181.3,0,1781,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Organico,google-play,organic,,search_id
174973851,2026-08-24,web,570.64,93.64,0,664.28,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174973878,2026-08-24,web,4235.04,373.04,0,4608.08,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Direto,(direct),(none),(direct),search_id
174973879,2026-08-24,app,1746.31,101.45,358.86,1488.9,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
174973882,2026-08-24,web,722.64,101.64,0,824.28,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174973900,2026-08-24,app,1746.31,101.45,358.86,1488.9,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
174973906,2026-08-24,web,1550.34,259.21,0,1809.55,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174973927,2026-08-24,web,870.64,82.24,0,952.88,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Organico,google,organic,(organic),search_id
174973928,2026-08-24,web,384.4,92.4,0,476.8,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
